id,name,initiated,start,end,duration,energy,amount,port,payment
3170043,A,DEVICE,09-02-18 12:12:43,09-02-18 12:13:01,0:00:18,0,$0.00,CHADEMO,CREDITCARD
3170074,A,MOBILE,09-02-18 12:48:05,09-02-18 13:16:35,0:28:30,4.35,$2.13,CHADEMO,CREDITCARD
3170138,A,MOBILE,09-02-18 13:54:20,09-02-18 13:54:31,0:00:11,0,$0.00,CHADEMO,RFID
3170140,A,MOBILE,09-02-18 13:56:15,09-02-18 13:56:25,0:00:10,0,$0.00,CHADEMO,RFID
3170142,A,MOBILE,09-02-18 13:57:39,09-02-18 13:57:49,0:00:10,0,$0.00,CHADEMO,RFID
3170147,A,MOBILE,09-02-18 13:59:11,09-02-18 13:59:21,0:00:10,0,$0.00,CHADEMO,RFID
3170149,A,MOBILE,09-02-18 13:59:57,09-02-18 14:00:07,0:00:10,0,$0.00,CHADEMO,RFID
3170151,A,MOBILE,09-02-18 14:01:16,09-02-18 14:01:26,0:00:10,0,$0.00,CHADEMO,RFID
3170213,A,MOBILE,09-02-18 15:16:55,09-02-18 15:48:12,0:31:17,11.86,$5.81,CHADEMO,CREDITCARD
3170255,A,MOBILE,09-02-18 16:05:31,09-02-18 16:28:47,0:23:16,9.39,$4.60,CHADEMO,RFID
3170391,A,MOBILE,09-02-18 20:44:58,09-02-18 21:11:55,0:26:57,13.2,$7.52,CHADEMO,CREDITCARD
3170409,A,DEVICE,09-02-18 21:16:23,09-02-18 21:35:06,0:18:43,8.09,$4.61,CHADEMO,CREDITCARD
3170427,A,MOBILE,09-02-18 22:14:36,09-02-18 23:32:37,1:18:01,34.38,$18.57,CHADEMO,CREDITCARD
3170615,A,MOBILE,09-03-18 7:45:24,09-03-18 7:59:16,0:13:52,7.59,$4.10,CHADEMO,CREDITCARD
3170656,A,DEVICE,09-03-18 8:17:19,09-03-18 9:42:02,1:24:43,11.93,$6.44,DCCOMBOTYP1,CREDITCARD
3170777,A,DEVICE,09-03-18 10:40:56,09-03-18 10:59:37,0:18:41,11.29,$5.53,CHADEMO,CREDITCARD
3170830,A,MOBILE,09-03-18 11:34:34,09-03-18 12:34:53,1:00:19,21.35,$10.46,CHADEMO,RFID
3170963,A,DEVICE,09-03-18 14:12:38,09-03-18 15:24:31,1:11:53,46.59,$22.83,CHADEMO,CREDITCARD
3171022,A,MOBILE,09-03-18 15:27:21,09-03-18 16:31:48,1:04:27,41.88,$20.52,CHADEMO,CREDITCARD
3171150,A,MOBILE,09-03-18 18:38:43,09-03-18 19:10:00,0:31:17,9.79,$5.58,CHADEMO,CREDITCARD
3171172,A,MOBILE,09-03-18 19:18:15,09-03-18 20:09:39,0:51:24,19.72,$11.24,DCCOMBOTYP1,CREDITCARD
3171190,A,MOBILE,09-03-18 20:18:53,09-03-18 20:50:10,0:31:17,12.11,$6.90,CHADEMO,RFID
3171821,A,MOBILE,09-04-18 7:14:10,09-04-18 8:05:45,0:51:35,34.58,$18.67,CHADEMO,RFID
3172037,A,MOBILE,09-04-18 9:38:00,09-04-18 9:38:05,0:00:05,0,$0.00,CHADEMO,CREDITCARD
3172039,A,MOBILE,09-04-18 9:38:54,09-04-18 10:03:21,0:24:27,12.65,$6.20,CHADEMO,CREDITCARD
3172427,A,MOBILE,09-04-18 13:52:00,09-04-18 14:22:09,0:30:09,4.24,$2.08,CHADEMO,RFID
3172534,A,MOBILE,09-04-18 15:13:49,09-04-18 16:09:48,0:55:59,28.87,$14.15,CHADEMO,RFID
3172649,A,DEVICE,09-04-18 16:52:42,09-04-18 17:23:59,0:31:17,15.62,$7.65,CHADEMO,RFID
3172793,A,MOBILE,09-04-18 21:19:28,09-04-18 21:50:45,0:31:17,14.18,$8.08,CHADEMO,CREDITCARD
3173060,A,MOBILE,09-05-18 4:47:02,09-05-18 6:46:22,1:59:20,46.21,$24.95,CHADEMO,CREDITCARD
3173463,A,MOBILE,09-05-18 8:03:57,09-05-18 8:32:42,0:28:45,9.28,$5.01,CHADEMO,RFID
3173539,A,DEVICE,09-05-18 9:02:49,09-05-18 9:25:42,0:22:53,7.67,$3.76,CHADEMO,CREDITCARD
3173587,A,MOBILE,09-05-18 9:27:20,09-05-18 9:52:45,0:25:25,14.99,$7.35,CHADEMO,RFID
3173632,A,MOBILE,09-05-18 9:55:41,09-05-18 10:06:29,0:10:48,1.42,$0.70,CHADEMO,RFID
3173661,A,MOBILE,09-05-18 10:11:32,09-05-18 10:26:53,0:15:21,7.98,$3.91,CHADEMO,RFID
3173717,A,MOBILE,09-05-18 10:39:49,09-05-18 11:11:36,0:31:47,23.39,$11.46,DCCOMBOTYP1,RFID
3173983,A,MOBILE,09-05-18 14:08:52,09-05-18 15:10:39,1:01:47,45.55,$22.32,CHADEMO,CREDITCARD
3174054,A,MOBILE,09-05-18 15:16:17,09-05-18 15:47:34,0:31:17,13.99,$6.86,CHADEMO,CREDITCARD
3174098,A,MOBILE,09-05-18 15:58:51,09-05-18 16:27:08,0:28:17,12.2,$5.98,CHADEMO,RFID
3174161,A,DEVICE,09-05-18 17:00:14,09-05-18 18:28:46,1:28:32,16.39,$9.34,DCCOMBOTYP1,RFID
3174227,A,MOBILE,09-05-18 18:30:55,09-05-18 19:02:12,0:31:17,20.63,$11.76,CHADEMO,RFID
3174258,A,DEVICE,09-05-18 19:19:31,09-05-18 19:30:42,0:11:11,7.79,$4.44,CHADEMO,CREDITCARD
3174271,A,MOBILE,09-05-18 19:34:55,09-05-18 20:13:19,0:38:24,12.42,$7.08,DCCOMBOTYP1,CREDITCARD
3174294,A,DEVICE,09-05-18 20:16:09,09-05-18 20:21:37,0:05:28,4.03,$2.30,CHADEMO,CREDITCARD
3174306,A,MOBILE,09-05-18 21:06:19,09-05-18 22:13:48,1:07:29,43.04,$24.53,CHADEMO,RFID
3174365,A,MOBILE,09-05-18 23:51:15,09-06-18 0:10:11,0:18:56,8.24,$4.45,CHADEMO,CREDITCARD
3174972,A,MOBILE,09-06-18 7:38:18,09-06-18 8:09:35,0:31:17,9.93,$5.36,CHADEMO,RFID
3175058,A,DEVICE,09-06-18 8:44:20,09-06-18 9:15:37,0:31:17,10.32,$5.57,CHADEMO,CREDITCARD
3175309,A,DEVICE,09-06-18 10:55:30,09-06-18 10:55:40,0:00:10,0,$0.00,CHADEMO,CREDITCARD
3175356,A,DEVICE,09-06-18 11:22:22,09-06-18 11:32:24,0:10:02,7.29,$3.57,CHADEMO,CREDITCARD
3175416,A,MOBILE,09-06-18 12:07:32,09-06-18 12:13:00,0:05:28,3.01,$1.47,CHADEMO,CREDITCARD
3175458,A,MOBILE,09-06-18 12:33:23,09-06-18 13:05:06,0:31:43,18.61,$9.12,CHADEMO,CREDITCARD
3175599,A,MOBILE,09-06-18 14:22:19,09-06-18 14:36:06,0:13:47,8.34,$4.09,CHADEMO,CREDITCARD
3175620,A,MOBILE,09-06-18 14:39:44,09-06-18 15:06:44,0:27:00,11.97,$5.87,CHADEMO,RFID
3175655,A,MOBILE,09-06-18 15:13:33,09-06-18 15:26:31,0:12:58,7.25,$3.55,CHADEMO,RFID
3176598,A,MOBILE,09-06-18 16:26:19,09-06-18 17:39:43,1:13:24,47.98,$23.51,CHADEMO,CREDITCARD
3177206,A,MOBILE,09-06-18 18:12:24,09-06-18 18:19:53,0:07:29,3.95,$2.25,CHADEMO,RFID
3177213,A,MOBILE,09-06-18 18:22:29,09-06-18 18:43:28,0:20:59,11.69,$6.66,CHADEMO,RFID
3177246,A,MOBILE,09-06-18 19:02:22,09-06-18 19:58:02,0:55:40,23.23,$13.24,CHADEMO,CREDITCARD
3177274,A,MOBILE,09-06-18 20:00:15,09-06-18 20:42:08,0:41:53,7.86,$4.48,CHADEMO,CREDITCARD
3177334,A,MOBILE,09-06-18 23:06:53,09-06-18 23:38:10,0:31:17,20.96,$11.32,CHADEMO,CREDITCARD
3177419,A,MOBILE,09-07-18 2:43:14,09-07-18 4:05:00,1:21:46,52.38,$28.29,CHADEMO,CREDITCARD
3177847,A,MOBILE,09-07-18 6:38:08,09-07-18 7:29:05,0:50:57,19.66,$10.62,CHADEMO,RFID
3177926,A,MOBILE,09-07-18 7:35:22,09-07-18 8:06:39,0:31:17,9.19,$4.96,CHADEMO,RFID
3178070,A,MOBILE,09-07-18 9:01:48,09-07-18 9:17:08,0:15:20,6.23,$3.05,CHADEMO,RFID
3178098,A,MOBILE,09-07-18 9:21:14,09-07-18 9:22:16,0:01:02,0,$0.00,DCCOMBOTYP1,RFID
3178107,A,MOBILE,09-07-18 9:24:30,09-07-18 10:56:36,1:32:06,46.14,$22.61,DCCOMBOTYP1,RFID
3178337,A,MOBILE,09-07-18 11:45:00,09-07-18 11:56:23,0:11:23,6.99,$3.43,CHADEMO,CREDITCARD
3178357,A,MOBILE,09-07-18 11:59:01,09-07-18 13:08:35,1:09:34,41.75,$20.46,CHADEMO,CREDITCARD
3178512,A,MOBILE,09-07-18 13:38:17,09-07-18 14:01:15,0:22:58,7.77,$3.80,CHADEMO,RFID
3178636,A,MOBILE,09-07-18 15:12:54,09-07-18 15:44:29,0:31:35,19.06,$9.34,CHADEMO,CREDITCARD
3178665,A,MOBILE,09-07-18 15:46:18,09-07-18 16:16:43,0:30:25,15.39,$7.54,CHADEMO,CREDITCARD
3178708,A,MOBILE,09-07-18 16:26:14,09-07-18 17:22:14,0:56:00,32.08,$15.72,CHADEMO,CREDITCARD
3178777,A,MOBILE,09-07-18 17:28:25,09-07-18 18:35:31,1:07:06,43.8,$24.97,CHADEMO,CREDITCARD
3178882,A,MOBILE,09-07-18 19:54:25,09-07-18 20:15:19,0:20:54,11.38,$6.49,CHADEMO,CREDITCARD
3178942,A,MOBILE,09-07-18 22:21:02,09-07-18 22:52:20,0:31:18,12.31,$6.65,CHADEMO,RFID
3178955,A,MOBILE,09-07-18 22:55:47,09-07-18 23:10:06,0:14:19,4.55,$2.46,CHADEMO,CREDITCARD
3178965,A,MOBILE,09-07-18 23:30:27,09-08-18 0:01:44,0:31:17,10.71,$5.78,CHADEMO,RFID
3179186,A,MOBILE,09-08-18 7:12:16,09-08-18 7:31:50,0:19:34,7.92,$4.28,CHADEMO,RFID
3179343,A,MOBILE,09-08-18 9:31:48,09-08-18 10:03:04,0:31:16,15.56,$7.62,CHADEMO,CREDITCARD
3179411,A,MOBILE,09-08-18 10:21:39,09-08-18 10:35:53,0:14:14,6.96,$3.41,CHADEMO,CREDITCARD
3179540,A,DEVICE,09-08-18 12:17:37,09-08-18 12:36:07,0:18:30,8.07,$3.95,CHADEMO,CREDITCARD
3179571,A,MOBILE,09-08-18 12:39:41,09-08-18 12:48:29,0:08:48,3.71,$1.82,CHADEMO,RFID
3179584,A,DEVICE,09-08-18 12:52:34,09-08-18 13:23:50,0:31:16,12.45,$6.10,CHADEMO,CREDITCARD
3179616,A,DEVICE,09-08-18 13:26:26,09-08-18 13:45:33,0:19:07,10.48,$5.14,CHADEMO,CREDITCARD
3179654,A,DEVICE,09-08-18 13:58:01,09-08-18 15:05:14,1:07:13,42.26,$20.70,CHADEMO,CREDITCARD
3179783,A,DEVICE,09-08-18 16:17:27,09-08-18 16:23:26,0:05:59,4.4,$2.16,CHADEMO,CREDITCARD
3179807,A,MOBILE,09-08-18 16:47:13,09-08-18 18:16:24,1:29:11,62.94,$30.84,CHADEMO,CREDITCARD
3179889,A,DEVICE,09-08-18 18:17:16,09-08-18 18:17:27,0:00:11,0,$0.00,CHADEMO,CREDITCARD
3179890,A,DEVICE,09-08-18 18:18:20,09-08-18 18:39:24,0:21:04,10.73,$6.12,CHADEMO,CREDITCARD
3179920,A,DEVICE,09-08-18 19:19:13,09-08-18 19:50:30,0:31:17,18.1,$10.32,CHADEMO,CREDITCARD
3179947,A,MOBILE,09-08-18 20:26:16,09-08-18 21:32:31,1:06:15,42.95,$24.48,DCCOMBOTYP1,RFID
3179980,A,MOBILE,09-08-18 21:35:59,09-08-18 22:29:06,0:53:07,32.56,$18.56,CHADEMO,RFID
3179996,A,DEVICE,09-08-18 22:36:04,09-08-18 23:07:20,0:31:16,7.56,$4.08,CHADEMO,CREDITCARD
3180195,A,MOBILE,09-09-18 6:40:26,09-09-18 6:55:19,0:14:53,4.38,$2.37,CHADEMO,RFID
3180208,A,MOBILE,09-09-18 6:56:53,09-09-18 6:57:01,0:00:08,0,$0.00,CHADEMO,CREDITCARD
3180209,A,MOBILE,09-09-18 6:57:36,09-09-18 7:16:33,0:18:57,9.64,$5.21,CHADEMO,CREDITCARD
3180240,A,MOBILE,09-09-18 7:23:53,09-09-18 7:52:46,0:28:53,9.06,$4.89,CHADEMO,RFID
3180336,A,DEVICE,09-09-18 9:06:23,09-09-18 10:31:07,1:24:44,58.21,$28.52,CHADEMO,CREDITCARD
3180457,A,MOBILE,09-09-18 10:48:03,09-09-18 11:34:18,0:46:15,13.47,$6.60,DCCOMBOTYP1,CREDITCARD
3180618,A,MOBILE,09-09-18 12:58:02,09-09-18 13:24:59,0:26:57,9.19,$4.50,DCCOMBOTYP1,CREDITCARD
3180657,A,MOBILE,09-09-18 13:25:58,09-09-18 14:04:03,0:38:05,14.01,$6.86,DCCOMBOTYP1,CREDITCARD
3180744,A,DEVICE,09-09-18 14:58:48,09-09-18 15:26:09,0:27:21,10.77,$5.28,CHADEMO,CREDITCARD
3180805,A,MOBILE,09-09-18 16:11:41,09-09-18 16:32:58,0:21:17,9.57,$4.69,CHADEMO,RFID
3180836,A,MOBILE,09-09-18 16:43:15,09-09-18 16:43:22,0:00:07,0,$0.00,CHADEMO,RFID
3180839,A,WEB,09-09-18 16:46:50,09-09-18 16:47:00,0:00:10,0,$0.00,CHADEMO,CREDITCARD
3180841,A,MOBILE,09-09-18 16:48:06,09-09-18 16:48:14,0:00:08,0,$0.00,CHADEMO,RFID
3180844,A,MOBILE,09-09-18 16:52:20,09-09-18 17:10:02,0:17:42,10.38,$5.09,CHADEMO,RFID
3180891,A,MOBILE,09-09-18 17:59:26,09-09-18 18:30:42,0:31:16,12.07,$6.88,CHADEMO,RFID
3180914,A,DEVICE,09-09-18 18:39:47,09-09-18 19:11:04,0:31:17,12.11,$6.90,CHADEMO,CREDITCARD
3180938,A,MOBILE,09-09-18 19:27:16,09-09-18 19:27:23,0:00:07,0,$0.00,CHADEMO,CREDITCARD
3180939,A,MOBILE,09-09-18 19:28:20,09-09-18 19:40:25,0:12:05,8.55,$4.87,CHADEMO,CREDITCARD
3180970,A,DEVICE,09-09-18 20:48:52,09-09-18 20:58:04,0:09:12,6.89,$3.93,CHADEMO,CREDITCARD
3181443,A,MOBILE,09-10-18 5:56:26,09-10-18 6:22:26,0:26:00,8.85,$4.78,CHADEMO,RFID
3181556,A,DEVICE,09-10-18 6:56:52,09-10-18 7:09:38,0:12:46,6.69,$3.61,CHADEMO,CREDITCARD
3181611,A,MOBILE,09-10-18 7:38:02,09-10-18 8:09:19,0:31:17,10.48,$5.66,CHADEMO,CREDITCARD
3181743,A,DEVICE,09-10-18 9:24:05,09-10-18 9:24:06,0:00:01,0,$0.00,DCCOMBOTYP1,CREDITCARD
3181744,A,DEVICE,09-10-18 9:24:46,09-10-18 9:24:46,0:00:00,0,$0.00,DCCOMBOTYP1,CREDITCARD
3181888,A,MOBILE,09-10-18 10:48:25,09-10-18 10:48:32,0:00:07,0,$0.00,CHADEMO,RFID
3181889,A,MOBILE,09-10-18 10:49:03,09-10-18 10:49:10,0:00:07,0,$0.00,CHADEMO,RFID
3181894,A,MOBILE,09-10-18 10:49:46,09-10-18 11:13:37,0:23:51,9.44,$4.63,CHADEMO,RFID
3182030,A,DEVICE,09-10-18 12:19:47,09-10-18 12:20:11,0:00:24,0,$0.00,CHADEMO,CREDITCARD
3182032,A,DEVICE,09-10-18 12:21:29,09-10-18 12:21:46,0:00:17,0,$0.00,CHADEMO,CREDITCARD
3182034,A,DEVICE,09-10-18 12:22:34,09-10-18 12:30:50,0:08:16,5.54,$2.71,CHADEMO,CREDITCARD
3182108,A,MOBILE,09-10-18 13:16:39,09-10-18 13:42:45,0:26:06,6.71,$3.29,CHADEMO,RFID
3182234,A,DEVICE,09-10-18 15:06:06,09-10-18 16:04:00,0:57:54,35.65,$17.47,CHADEMO,CREDITCARD
3182298,A,MOBILE,09-10-18 16:06:33,09-10-18 16:26:17,0:19:44,7.96,$3.90,CHADEMO,RFID
3182338,A,MOBILE,09-10-18 16:37:39,09-10-18 17:37:58,1:00:19,39.9,$19.55,CHADEMO,CREDITCARD
3182473,A,MOBILE,09-10-18 19:53:02,09-10-18 20:04:33,0:11:31,5.08,$2.90,CHADEMO,RFID
3182491,A,MOBILE,09-10-18 20:20:37,09-10-18 20:20:55,0:00:18,0,$0.00,CHADEMO,RFID
3182493,A,MOBILE,09-10-18 20:23:15,09-10-18 21:07:28,0:44:13,27.93,$15.92,CHADEMO,RFID
3182504,A,MOBILE,09-10-18 21:16:06,09-10-18 22:07:20,0:51:14,34.26,$19.53,CHADEMO,RFID
3182577,A,MOBILE,09-11-18 1:50:15,09-11-18 2:40:48,0:50:33,31.44,$16.98,DCCOMBOTYP1,RFID
3182871,A,MOBILE,09-11-18 5:07:57,09-11-18 5:21:51,0:13:54,3.75,$2.03,CHADEMO,RFID
3182980,A,MOBILE,09-11-18 5:49:18,09-11-18 6:01:01,0:11:43,8.38,$4.53,CHADEMO,CREDITCARD
3183095,A,MOBILE,09-11-18 6:50:40,09-11-18 6:50:47,0:00:07,0,$0.00,CHADEMO,RFID
3183098,A,MOBILE,09-11-18 6:52:05,09-11-18 6:52:12,0:00:07,0,$0.00,CHADEMO,RFID
3183110,A,WEB,09-11-18 6:59:06,09-11-18 7:25:11,0:26:05,16.59,$8.96,CHADEMO,RFID
3183183,A,MOBILE,09-11-18 7:54:59,09-11-18 9:00:03,1:05:04,18.03,$9.74,CHADEMO,RFID
3183328,A,MOBILE,09-11-18 9:33:09,09-11-18 10:39:17,1:06:08,50.16,$24.58,CHADEMO,CREDITCARD
3183496,A,MOBILE,09-11-18 10:58:29,09-11-18 10:58:36,0:00:07,0,$0.00,CHADEMO,RFID
3183497,A,MOBILE,09-11-18 10:59:01,09-11-18 10:59:08,0:00:07,0,$0.00,CHADEMO,RFID
3183499,A,MOBILE,09-11-18 10:59:39,09-11-18 11:29:59,0:30:20,14.66,$7.18,CHADEMO,RFID
3183575,A,DEVICE,09-11-18 12:06:37,09-11-18 12:12:48,0:06:11,4.26,$2.09,CHADEMO,CREDITCARD
3183627,A,DEVICE,09-11-18 12:33:30,09-11-18 13:04:47,0:31:17,12.47,$6.11,CHADEMO,RFID
3183704,A,MOBILE,09-11-18 13:16:48,09-11-18 14:24:14,1:07:26,44.74,$21.92,CHADEMO,CREDITCARD
3183943,A,DEVICE,09-11-18 15:38:51,09-11-18 17:25:51,1:47:00,14.22,$6.97,DCCOMBOTYP1,RFID
3184140,A,MOBILE,09-11-18 18:12:10,09-11-18 18:12:17,0:00:07,0,$0.00,CHADEMO,RFID
3184148,A,WEB,09-11-18 18:14:50,09-11-18 18:14:57,0:00:07,0,$0.00,CHADEMO,RFID
3184154,A,MOBILE,09-11-18 18:19:43,09-11-18 18:50:11,0:30:28,14.03,$8.00,CHADEMO,RFID
3184206,A,DEVICE,09-11-18 19:04:00,09-11-18 19:35:17,0:31:17,18.84,$10.74,CHADEMO,RFID
3184260,A,MOBILE,09-11-18 19:55:49,09-11-18 20:22:50,0:27:01,13.36,$7.62,CHADEMO,CREDITCARD
3184344,A,DEVICE,09-11-18 22:18:44,09-11-18 22:50:01,0:31:17,7.5,$4.05,CHADEMO,CREDITCARD
3185024,A,MOBILE,09-12-18 7:50:42,09-12-18 8:02:26,0:11:44,4.17,$2.25,CHADEMO,RFID
3185089,A,MOBILE,09-12-18 8:32:06,09-12-18 9:38:45,1:06:39,18.18,$9.82,CHADEMO,CREDITCARD
3185335,A,DEVICE,09-12-18 10:55:02,09-12-18 11:04:10,0:09:08,5.98,$2.93,CHADEMO,CREDITCARD
3185442,A,MOBILE,09-12-18 11:59:52,09-12-18 12:17:21,0:17:29,6.68,$3.27,DCCOMBOTYP1,RFID
3185525,A,MOBILE,09-12-18 13:00:46,09-12-18 13:32:03,0:31:17,10.02,$4.91,CHADEMO,RFID
3185794,A,MOBILE,09-12-18 16:40:46,09-12-18 17:04:24,0:23:38,9.81,$4.81,CHADEMO,RFID
3185918,A,DEVICE,09-12-18 18:57:41,09-12-18 19:27:40,0:29:59,12.06,$6.87,CHADEMO,CREDITCARD
3186625,A,MOBILE,09-13-18 7:46:22,09-13-18 8:19:39,0:33:17,8.88,$4.80,CHADEMO,RFID
3186968,A,MOBILE,09-13-18 10:42:00,09-13-18 11:20:20,0:38:20,22.02,$10.79,CHADEMO,CREDITCARD
3187066,A,MOBILE,09-13-18 11:33:46,09-13-18 12:05:03,0:31:17,12.36,$6.06,CHADEMO,CREDITCARD
3187110,A,DEVICE,09-13-18 12:09:18,09-13-18 12:30:33,0:21:15,3.71,$1.82,CHADEMO,CREDITCARD
3187147,A,DEVICE,09-13-18 12:32:42,09-13-18 13:06:14,0:33:32,11.78,$5.77,CHADEMO,CREDITCARD
3187188,A,DEVICE,09-13-18 13:10:26,09-13-18 13:21:00,0:10:34,5.26,$2.58,CHADEMO,CREDITCARD
3187202,A,DEVICE,09-13-18 13:22:39,09-13-18 13:40:15,0:17:36,12.13,$5.94,CHADEMO,CREDITCARD
3187229,A,DEVICE,09-13-18 13:47:07,09-13-18 14:00:44,0:13:37,9.78,$4.79,DCCOMBOTYP1,CREDITCARD
3187255,A,DEVICE,09-13-18 14:04:07,09-13-18 14:04:17,0:00:10,0,$0.00,CHADEMO,CREDITCARD
3187256,A,DEVICE,09-13-18 14:04:50,09-13-18 15:13:51,1:09:01,30.5,$14.95,DCCOMBOTYP1,CREDITCARD
3187336,A,DEVICE,09-13-18 15:16:31,09-13-18 15:38:56,0:22:25,16.5,$8.09,CHADEMO,RFID
3187403,A,DEVICE,09-13-18 16:12:53,09-13-18 16:44:09,0:31:16,9.7,$4.75,CHADEMO,CREDITCARD
3187465,A,MOBILE,09-13-18 17:04:17,09-13-18 17:04:35,0:00:18,0,$0.00,CHADEMO,CREDITCARD
3187468,A,MOBILE,09-13-18 17:05:14,09-13-18 17:05:32,0:00:18,0,$0.00,CHADEMO,CREDITCARD
3187471,A,MOBILE,09-13-18 17:05:57,09-13-18 17:14:11,0:08:14,5.34,$3.04,CHADEMO,CREDITCARD
3187511,A,MOBILE,09-13-18 17:57:23,09-13-18 19:05:11,1:07:48,42.98,$24.50,DCCOMBOTYP1,RFID
3187570,A,MOBILE,09-13-18 19:36:32,09-13-18 20:07:49,0:31:17,9.16,$5.22,CHADEMO,RFID
3187584,A,MOBILE,09-13-18 20:11:16,09-13-18 20:59:09,0:47:53,31.45,$17.93,CHADEMO,CREDITCARD
3187605,A,MOBILE,09-13-18 21:02:09,09-13-18 21:31:39,0:29:30,6.86,$3.91,CHADEMO,RFID
3187616,A,MOBILE,09-13-18 21:47:21,09-14-18 0:12:43,2:25:22,62.92,$35.86,CHADEMO,CREDITCARD
3188189,A,MOBILE,09-14-18 6:54:24,09-14-18 7:25:41,0:31:17,8.88,$4.80,CHADEMO,CREDITCARD
3188275,A,MOBILE,09-14-18 7:40:12,09-14-18 8:34:02,0:53:50,32.13,$17.35,CHADEMO,RFID
3188406,A,DEVICE,09-14-18 9:02:53,09-14-18 9:16:01,0:13:08,5.86,$2.87,CHADEMO,CREDITCARD
3188470,A,MOBILE,09-14-18 9:39:34,09-14-18 9:56:54,0:17:20,9.66,$4.73,CHADEMO,CREDITCARD
3188608,A,DEVICE,09-14-18 10:38:00,09-14-18 11:09:18,0:31:18,9.09,$4.45,CHADEMO,RFID
3188698,A,DEVICE,09-14-18 11:32:50,09-14-18 11:48:21,0:15:31,8.06,$3.95,CHADEMO,CREDITCARD
3188758,A,MOBILE,09-14-18 12:06:48,09-14-18 13:04:09,0:57:21,34.34,$16.83,CHADEMO,CREDITCARD
3188835,A,MOBILE,09-14-18 13:10:23,09-14-18 13:10:25,0:00:02,0,$0.00,DCCOMBOTYP1,RFID
3188836,A,MOBILE,09-14-18 13:11:40,09-14-18 14:18:55,1:07:15,12.66,$6.20,DCCOMBOTYP1,RFID
3188955,A,DEVICE,09-14-18 14:37:09,09-14-18 14:54:12,0:17:03,12.53,$6.14,CHADEMO,CREDITCARD
3188982,A,MOBILE,09-14-18 15:01:40,09-14-18 15:32:56,0:31:16,13.12,$6.43,CHADEMO,CREDITCARD
3189023,A,DEVICE,09-14-18 15:37:20,09-14-18 16:02:43,0:25:23,14.32,$7.02,CHADEMO,CREDITCARD
3189059,A,DEVICE,09-14-18 16:14:06,09-14-18 16:43:50,0:29:44,11.29,$5.53,CHADEMO,CREDITCARD
3189109,A,MOBILE,09-14-18 16:59:39,09-14-18 17:44:37,0:44:58,9.32,$4.57,CHADEMO,CREDITCARD
3189149,A,DEVICE,09-14-18 17:51:16,09-14-18 18:22:33,0:31:17,20.36,$11.61,CHADEMO,CREDITCARD
