start,power
9/1/18 3:05,0.05
9/1/18 3:06,0.05
9/1/18 3:07,0.04
9/1/18 3:08,0.05
9/1/18 3:09,0.05
9/1/18 3:10,0.04
9/1/18 3:11,0.05
9/1/18 3:12,0.05
9/1/18 3:13,0.04
9/1/18 3:14,0.05
9/1/18 3:15,0.05
9/1/18 3:16,0.05
9/1/18 3:17,0.05
9/1/18 3:18,0.05
9/1/18 3:19,0.04
9/1/18 3:20,0.05
9/1/18 3:21,0.05
9/1/18 3:22,0.05
9/1/18 3:23,0.05
9/1/18 3:24,0.05
9/1/18 3:25,0.05
9/1/18 3:26,0.05
9/1/18 3:27,0.04
9/1/18 3:28,0.05
9/1/18 3:29,0.05
9/1/18 3:30,0.05
9/1/18 3:31,0.05
9/1/18 3:32,0.05
9/1/18 3:33,0.05
9/1/18 3:34,0.05
9/1/18 3:35,0.05
9/1/18 3:36,0.05
9/1/18 3:37,0.05
9/1/18 3:38,0.04
9/1/18 3:39,0.05
9/1/18 3:40,0.05
9/1/18 3:41,0.05
9/1/18 3:42,0.05
9/1/18 3:43,0.05
9/1/18 3:44,0.05
9/1/18 3:45,0.05
9/1/18 3:46,0.05
9/1/18 3:47,0.05
9/1/18 3:48,0.05
9/1/18 3:49,0.05
9/1/18 3:50,0.05
9/1/18 3:51,0.05
9/1/18 3:52,0.05
9/1/18 3:53,0.05
9/1/18 3:54,0.05
9/1/18 3:55,0.05
9/1/18 3:56,0.05
9/1/18 3:57,0.05
9/1/18 3:58,0.05
9/1/18 3:59,0.04
9/1/18 4:00,0.05
9/1/18 4:01,0.05
9/1/18 4:02,0.05
9/1/18 4:03,0.05
9/1/18 4:04,0.05
9/1/18 4:05,0.05
9/1/18 4:06,0.05
9/1/18 4:07,0.05
9/1/18 4:08,0.05
9/1/18 4:09,0.04
9/1/18 4:10,0.05
9/1/18 4:11,0.05
9/1/18 4:12,0.05
9/1/18 4:13,0.04
9/1/18 4:14,0.05
9/1/18 4:15,0.05
9/1/18 4:16,0.05
9/1/18 4:17,0.05
9/1/18 4:18,0.05
9/1/18 4:19,0.05
9/1/18 4:20,0.05
9/1/18 4:21,0.05
9/1/18 4:22,0.05
9/1/18 4:23,0.05
9/1/18 4:24,0.05
9/1/18 4:25,0.05
9/1/18 4:26,0.05
9/1/18 4:27,0.05
9/1/18 4:28,0.05
9/1/18 4:29,0.05
9/1/18 4:30,0.05
9/1/18 4:31,0.05
9/1/18 4:32,0.05
9/1/18 4:33,0.05
9/1/18 4:34,0.05
9/1/18 4:35,0.05
9/1/18 4:36,0.05
9/1/18 4:37,0.05
9/1/18 4:38,0.05
9/1/18 4:39,0.05
9/1/18 4:40,0.05
9/1/18 4:41,0.05
9/1/18 4:42,0.05
9/1/18 4:43,0.05
9/1/18 4:44,0.05
9/1/18 4:45,0.04
9/1/18 4:46,0.05
9/1/18 4:47,0.05
9/1/18 4:48,0.04
9/1/18 4:49,0.05
9/1/18 4:50,0.04
9/1/18 4:51,0.05
9/1/18 4:52,0.05
9/1/18 4:53,0.05
9/1/18 4:54,0.05
9/1/18 4:55,0.04
9/1/18 4:56,0.05
9/1/18 4:57,0.05
9/1/18 4:58,0.04
9/1/18 4:59,0.04
9/1/18 5:00,0.05
9/1/18 5:01,0.04
9/1/18 5:02,0.05
9/1/18 5:03,0.05
9/1/18 5:04,0.05
9/1/18 5:05,0.05
9/1/18 5:06,0.05
9/1/18 5:07,0.05
9/1/18 5:08,0.05
9/1/18 5:09,0.05
9/1/18 5:10,0.05
9/1/18 5:11,0.05
9/1/18 5:12,0.05
9/1/18 5:13,0.05
9/1/18 5:14,0.05
9/1/18 5:15,0.05
9/1/18 5:16,0.05
9/1/18 5:17,0.05
9/1/18 5:18,0.05
9/1/18 5:19,0.05
9/1/18 5:20,0.04
9/1/18 5:21,0.05
9/1/18 5:22,0.05
9/1/18 5:23,0.05
9/1/18 5:24,0.05
9/1/18 5:25,0.05
9/1/18 5:26,0.05
9/1/18 5:27,0.05
9/1/18 5:28,0.05
9/1/18 5:29,0.05
9/1/18 5:30,0.05
9/1/18 5:31,0.05
9/1/18 5:32,0.05
9/1/18 5:33,0.04
9/1/18 5:34,0.05
9/1/18 5:35,0.05
9/1/18 5:36,0.05
9/1/18 5:37,0.05
9/1/18 5:38,0.04
9/1/18 5:39,0.05
9/1/18 5:40,0.04
9/1/18 5:41,0.04
9/1/18 5:42,0.05
9/1/18 5:43,0.05
9/1/18 5:44,0.05
9/1/18 5:45,0.05
9/1/18 5:46,0.04
9/1/18 5:47,0.05
9/1/18 5:48,0.05
9/1/18 5:49,0.04
9/1/18 5:50,0.05
9/1/18 5:51,0.05
9/1/18 5:52,0.05
9/1/18 5:53,0.05
9/1/18 5:54,0.04
9/1/18 5:55,0.05
9/1/18 5:56,0.05
9/1/18 5:57,0.05
9/1/18 5:58,0.05
9/1/18 5:59,0.05
9/1/18 6:00,0.05
9/1/18 6:01,0.05
9/1/18 6:02,0.05
9/1/18 6:03,0.04
9/1/18 6:04,0.05
9/1/18 6:05,0.05
9/1/18 6:06,0.05
9/1/18 6:07,0.05
9/1/18 6:08,0.05
9/1/18 6:09,0.05
9/1/18 6:10,0.05
9/1/18 6:11,0.05
9/1/18 6:12,0.05
9/1/18 6:13,0.05
9/1/18 6:14,0.05
9/1/18 6:15,0.05
9/1/18 6:16,0.05
9/1/18 6:17,0.05
9/1/18 6:18,0.05
9/1/18 6:19,0.05
9/1/18 6:20,0.05
9/1/18 6:21,0.05
9/1/18 6:22,0.04
9/1/18 6:23,0.05
9/1/18 6:24,0.05
9/1/18 6:25,0.05
9/1/18 6:26,0.05
9/1/18 6:27,0.05
9/1/18 6:28,0.05
9/1/18 6:29,0.05
9/1/18 6:30,0.05
9/1/18 6:31,0.05
9/1/18 6:32,0.05
9/1/18 6:33,0.05
9/1/18 6:34,0.05
9/1/18 6:35,0.05
9/1/18 6:36,0.05
9/1/18 6:37,0.05
9/1/18 6:38,0.05
9/1/18 6:39,0.05
9/1/18 6:40,0.04
9/1/18 6:41,0.05
9/1/18 6:42,0.05
9/1/18 6:43,0.05
9/1/18 6:44,0.05
9/1/18 6:45,0.04
9/1/18 6:46,0.05
9/1/18 6:47,0.04
9/1/18 6:48,0.05
9/1/18 6:49,0.05
9/1/18 6:50,0.04
9/1/18 6:51,0.05
9/1/18 6:52,0.04
9/1/18 6:53,0.05
9/1/18 6:54,0.05
9/1/18 6:55,0.05
9/1/18 6:56,0.05
9/1/18 6:57,0.05
9/1/18 6:58,0.05
9/1/18 6:59,0.05
9/1/18 7:00,0.05
9/1/18 7:01,0.04
9/1/18 7:02,0.05
9/1/18 7:03,0.04
9/1/18 7:04,0.05
9/1/18 7:05,0.04
9/1/18 7:06,0.05
9/1/18 7:07,0.05
9/1/18 7:08,0.05
9/1/18 7:09,0.05
9/1/18 7:10,0.05
9/1/18 7:11,0.05
9/1/18 7:12,0.05
9/1/18 7:13,0.05
9/1/18 7:14,0.05
9/1/18 7:15,0.04
9/1/18 7:16,0.05
9/1/18 7:17,0.04
9/1/18 7:18,0.05
9/1/18 7:19,0.04
9/1/18 7:20,0.05
9/1/18 7:21,0.05
9/1/18 7:22,0.05
9/1/18 7:23,0.05
9/1/18 7:24,0.05
9/1/18 7:25,33.14
9/1/18 7:26,50.76
9/1/18 7:27,49.81
9/1/18 7:28,42.13
9/1/18 7:29,37.57
9/1/18 7:30,33.27
9/1/18 7:31,30.94
9/1/18 7:32,28.43
9/1/18 7:33,26.43
9/1/18 7:34,24.39
9/1/18 7:35,22.64
9/1/18 7:36,20.51
9/1/18 7:37,19.76
9/1/18 7:38,18.18
9/1/18 7:39,16.00
9/1/18 7:40,14.60
9/1/18 7:41,13.00
9/1/18 7:42,11.49
9/1/18 7:43,10.32
9/1/18 7:44,9.56
9/1/18 7:45,8.29
9/1/18 7:46,7.72
9/1/18 7:47,7.38
9/1/18 7:48,6.71
9/1/18 7:49,5.93
9/1/18 7:50,5.48
9/1/18 7:51,5.01
9/1/18 7:52,4.73
9/1/18 7:53,2.40
9/1/18 7:54,0.05
9/1/18 7:55,0.04
9/1/18 7:56,0.05
9/1/18 7:57,0.05
9/1/18 7:58,0.05
9/1/18 7:59,0.05
9/1/18 8:00,0.04
9/1/18 8:01,0.05
9/1/18 8:02,0.05
9/1/18 8:03,20.84
9/1/18 8:04,44.18
9/1/18 8:05,45.26
9/1/18 8:06,45.70
9/1/18 8:07,46.00
9/1/18 8:08,46.31
9/1/18 8:09,46.60
9/1/18 8:10,46.88
9/1/18 8:11,47.15
9/1/18 8:12,47.40
9/1/18 8:13,47.64
9/1/18 8:14,47.88
9/1/18 8:15,48.14
9/1/18 8:16,48.40
9/1/18 8:17,48.69
9/1/18 8:18,48.97
9/1/18 8:19,49.24
9/1/18 8:20,49.49
9/1/18 8:21,49.72
9/1/18 8:22,49.95
9/1/18 8:23,50.18
9/1/18 8:24,50.40
9/1/18 8:25,50.62
9/1/18 8:26,50.85
9/1/18 8:27,50.99
9/1/18 8:28,46.65
9/1/18 8:29,42.87
9/1/18 8:30,40.66
9/1/18 8:31,38.51
9/1/18 8:32,35.80
9/1/18 8:33,30.87
9/1/18 8:34,12.46
9/1/18 8:35,0.05
9/1/18 8:36,0.05
9/1/18 8:37,0.05
9/1/18 8:38,0.05
9/1/18 8:39,0.05
9/1/18 8:40,0.05
9/1/18 8:41,0.05
9/1/18 8:42,0.05
9/1/18 8:43,0.05
9/1/18 8:44,0.05
9/1/18 8:45,0.05
9/1/18 8:46,0.05
9/1/18 8:47,0.05
9/1/18 8:48,0.05
9/1/18 8:49,0.05
9/1/18 8:50,0.05
9/1/18 8:51,0.05
9/1/18 8:52,0.05
9/1/18 8:53,0.05
9/1/18 8:54,0.05
9/1/18 8:55,0.05
9/1/18 8:56,0.05
9/1/18 8:57,0.05
9/1/18 8:58,0.05
9/1/18 8:59,0.05
9/1/18 9:00,0.05
9/1/18 9:01,0.05
9/1/18 9:02,0.05
9/1/18 9:03,0.05
9/1/18 9:04,0.05
9/1/18 9:05,0.05
9/1/18 9:06,0.05
9/1/18 9:07,0.05
9/1/18 9:08,0.05
9/1/18 9:09,0.05
9/1/18 9:10,0.05
9/1/18 9:11,0.05
9/1/18 9:12,0.05
9/1/18 9:13,0.05
9/1/18 9:14,0.05
9/1/18 9:15,0.05
9/1/18 9:16,0.05
9/1/18 9:17,0.05
9/1/18 9:18,0.05
9/1/18 9:19,0.05
9/1/18 9:20,0.05
9/1/18 9:21,0.05
9/1/18 9:22,0.05
9/1/18 9:23,0.05
9/1/18 9:24,0.05
9/1/18 9:25,0.05
9/1/18 9:26,0.05
9/1/18 9:27,0.05
9/1/18 9:28,0.05
9/1/18 9:29,0.05
9/1/18 9:30,0.05
9/1/18 9:31,0.05
9/1/18 9:32,0.05
9/1/18 9:33,0.05
9/1/18 9:34,0.05
9/1/18 9:35,0.05
9/1/18 9:36,0.05
9/1/18 9:37,0.05
9/1/18 9:38,0.05
9/1/18 9:39,0.05
9/1/18 9:40,0.05
9/1/18 9:41,0.05
9/1/18 9:42,0.05
9/1/18 9:43,0.05
9/1/18 9:44,0.05
9/1/18 9:45,0.05
9/1/18 9:46,0.05
9/1/18 9:47,0.05
9/1/18 9:48,0.05
9/1/18 9:49,0.05
9/1/18 9:50,0.05
9/1/18 9:51,0.05
9/1/18 9:52,0.05
9/1/18 9:53,0.05
9/1/18 9:54,0.05
9/1/18 9:55,0.05
9/1/18 9:56,0.05
9/1/18 9:57,0.05
9/1/18 9:58,0.05
9/1/18 9:59,0.05
9/1/18 10:00,0.05
9/1/18 10:01,0.05
9/1/18 10:02,0.05
9/1/18 10:03,0.05
9/1/18 10:04,0.05
9/1/18 10:05,0.05
9/1/18 10:06,0.05
9/1/18 10:07,0.05
9/1/18 10:08,0.05
9/1/18 10:09,0.05
9/1/18 10:10,0.05
9/1/18 10:11,0.05
9/1/18 10:12,0.05
9/1/18 10:13,0.05
9/1/18 10:14,0.05
9/1/18 10:15,0.05
9/1/18 10:16,0.05
9/1/18 10:17,0.05
9/1/18 10:18,0.05
9/1/18 10:19,0.05
9/1/18 10:20,0.05
9/1/18 10:21,0.05
9/1/18 10:22,0.05
9/1/18 10:23,0.05
9/1/18 10:24,0.05
9/1/18 10:25,0.05
9/1/18 10:26,31.51
9/1/18 10:27,41.49
9/1/18 10:28,41.66
9/1/18 10:29,41.79
9/1/18 10:30,41.90
9/1/18 10:31,42.00
9/1/18 10:32,42.11
9/1/18 10:33,42.21
9/1/18 10:34,42.31
9/1/18 10:35,42.41
9/1/18 10:36,42.52
9/1/18 10:37,42.62
9/1/18 10:38,42.73
9/1/18 10:39,42.84
9/1/18 10:40,42.94
9/1/18 10:41,43.05
9/1/18 10:42,43.15
9/1/18 10:43,43.25
9/1/18 10:44,43.35
9/1/18 10:45,43.44
9/1/18 10:46,43.54
9/1/18 10:47,43.62
9/1/18 10:48,43.71
9/1/18 10:49,43.79
9/1/18 10:50,43.87
9/1/18 10:51,43.94
9/1/18 10:52,44.01
9/1/18 10:53,44.09
9/1/18 10:54,44.16
9/1/18 10:55,44.31
9/1/18 10:56,44.48
9/1/18 10:57,44.54
9/1/18 10:58,44.61
9/1/18 10:59,44.68
9/1/18 11:00,44.75
9/1/18 11:01,44.82
9/1/18 11:02,1.00
9/1/18 11:03,0.23
9/1/18 11:04,0.23
9/1/18 11:05,0.23
9/1/18 11:06,0.24
9/1/18 11:07,0.23
9/1/18 11:08,38.19
9/1/18 11:09,51.31
9/1/18 11:10,47.65
9/1/18 11:11,40.85
9/1/18 11:12,36.34
9/1/18 11:13,33.28
9/1/18 11:14,30.93
9/1/18 11:15,28.78
9/1/18 11:16,26.36
9/1/18 11:17,25.06
9/1/18 11:18,23.47
9/1/18 11:19,22.16
9/1/18 11:20,20.93
9/1/18 11:21,19.38
9/1/18 11:22,17.92
9/1/18 11:23,17.73
9/1/18 11:24,16.44
9/1/18 11:25,15.44
9/1/18 11:26,14.64
9/1/18 11:27,13.67
9/1/18 11:28,12.15
9/1/18 11:29,12.18
9/1/18 11:30,11.14
9/1/18 11:31,10.32
9/1/18 11:32,10.03
9/1/18 11:33,8.71
9/1/18 11:34,8.26
9/1/18 11:35,7.79
9/1/18 11:36,7.29
9/1/18 11:37,6.96
9/1/18 11:38,6.33
9/1/18 11:39,1.04
9/1/18 11:40,0.05
9/1/18 11:41,0.05
9/1/18 11:42,0.05
9/1/18 11:43,0.05
9/1/18 11:44,0.05
9/1/18 11:45,0.05
9/1/18 11:46,0.05
9/1/18 11:47,0.05
9/1/18 11:48,0.05
9/1/18 11:49,0.05
9/1/18 11:50,0.05
9/1/18 11:51,0.05
9/1/18 11:52,0.05
9/1/18 11:53,0.05
9/1/18 11:54,0.05
9/1/18 11:55,0.05
9/1/18 11:56,0.05
9/1/18 11:57,0.05
9/1/18 11:58,0.05
9/1/18 11:59,0.05
9/1/18 12:00,0.05
9/1/18 12:01,0.05
9/1/18 12:02,0.05
9/1/18 12:03,0.05
9/1/18 12:04,0.05
9/1/18 12:05,0.05
9/1/18 12:06,0.05
9/1/18 12:07,0.05
9/1/18 12:08,0.05
9/1/18 12:09,0.05
9/1/18 12:10,0.05
9/1/18 12:11,0.05
9/1/18 12:12,0.05
9/1/18 12:13,0.05
9/1/18 12:14,0.05
9/1/18 12:15,0.05
9/1/18 12:16,0.05
9/1/18 12:17,0.05
9/1/18 12:18,0.05
9/1/18 12:19,0.05
9/1/18 12:20,0.05
9/1/18 12:21,0.05
9/1/18 12:22,0.05
9/1/18 12:23,0.05
9/1/18 12:24,0.05
9/1/18 12:25,0.05
9/1/18 12:26,0.05
9/1/18 12:27,0.05
9/1/18 12:28,0.05
9/1/18 12:29,0.05
9/1/18 12:30,0.05
9/1/18 12:31,0.05
9/1/18 12:32,0.05
9/1/18 12:33,0.05
9/1/18 12:34,0.05
9/1/18 12:35,0.05
9/1/18 12:36,0.05
9/1/18 12:37,0.05
9/1/18 12:38,0.05
9/1/18 12:39,0.05
9/1/18 12:40,0.05
9/1/18 12:41,0.05
9/1/18 12:42,0.05
9/1/18 12:43,0.05
9/1/18 12:44,0.05
9/1/18 12:45,0.05
9/1/18 12:46,0.05
9/1/18 12:47,0.05
9/1/18 12:48,0.05
9/1/18 12:49,0.05
9/1/18 12:50,0.05
9/1/18 12:51,0.05
9/1/18 12:52,0.05
9/1/18 12:53,0.05
9/1/18 12:54,0.05
9/1/18 12:55,0.05
9/1/18 12:56,0.05
9/1/18 12:57,0.05
9/1/18 12:58,0.05
9/1/18 12:59,0.05
9/1/18 13:00,0.05
9/1/18 13:01,0.05
9/1/18 13:02,0.05
9/1/18 13:03,0.05
9/1/18 13:04,0.05
9/1/18 13:05,0.05
9/1/18 13:06,0.05
9/1/18 13:07,0.05
9/1/18 13:08,0.05
9/1/18 13:09,0.05
9/1/18 13:10,0.05
9/1/18 13:11,0.05
9/1/18 13:12,0.05
9/1/18 13:13,0.05
9/1/18 13:14,0.05
9/1/18 13:15,0.05
9/1/18 13:16,0.05
9/1/18 13:17,0.05
9/1/18 13:18,0.05
9/1/18 13:19,0.05
9/1/18 13:20,0.05
9/1/18 13:21,0.05
9/1/18 13:22,0.05
9/1/18 13:23,0.05
9/1/18 13:24,0.05
9/1/18 13:25,0.05
9/1/18 13:26,0.05
9/1/18 13:27,0.05
9/1/18 13:28,0.05
9/1/18 13:29,0.05
9/1/18 13:30,0.05
9/1/18 13:31,0.05
9/1/18 13:32,0.05
9/1/18 13:33,0.05
9/1/18 13:34,0.05
9/1/18 13:35,0.05
9/1/18 13:36,0.05
9/1/18 13:37,0.05
9/1/18 13:38,0.05
9/1/18 13:39,0.05
9/1/18 13:40,0.05
9/1/18 13:41,0.05
9/1/18 13:42,0.05
9/1/18 13:43,0.05
9/1/18 13:44,0.05
9/1/18 13:45,0.05
9/1/18 13:46,0.05
9/1/18 13:47,0.05
9/1/18 13:48,0.05
9/1/18 13:49,0.05
9/1/18 13:50,0.05
9/1/18 13:51,0.05
9/1/18 13:52,0.05
9/1/18 13:53,0.05
9/1/18 13:54,8.02
9/1/18 13:55,49.77
9/1/18 13:56,50.74
9/1/18 13:57,50.24
9/1/18 13:58,43.48
9/1/18 13:59,38.47
9/1/18 14:00,35.97
9/1/18 14:01,33.46
9/1/18 14:02,31.40
9/1/18 14:03,29.25
9/1/18 14:04,27.55
9/1/18 14:05,26.05
9/1/18 14:06,24.52
9/1/18 14:07,22.06
9/1/18 14:08,21.62
9/1/18 14:09,20.39
9/1/18 14:10,19.33
9/1/18 14:11,18.26
9/1/18 14:12,17.39
9/1/18 14:13,16.38
9/1/18 14:14,15.61
9/1/18 14:15,13.69
9/1/18 14:16,14.29
9/1/18 14:17,13.02
9/1/18 14:18,12.30
9/1/18 14:19,11.53
9/1/18 14:20,10.79
9/1/18 14:21,10.31
9/1/18 14:22,9.77
9/1/18 14:23,9.36
9/1/18 14:24,8.73
9/1/18 14:25,6.55
9/1/18 14:26,0.05
9/1/18 14:27,0.05
9/1/18 14:28,22.44
9/1/18 14:29,48.45
9/1/18 14:30,48.95
9/1/18 14:31,49.37
9/1/18 14:32,49.76
9/1/18 14:33,50.14
9/1/18 14:34,50.46
9/1/18 14:35,50.72
9/1/18 14:36,50.96
9/1/18 14:37,51.18
9/1/18 14:38,51.40
9/1/18 14:39,51.60
9/1/18 14:40,49.55
9/1/18 14:41,42.68
9/1/18 14:42,39.65
9/1/18 14:43,35.87
9/1/18 14:44,33.22
9/1/18 14:45,30.82
9/1/18 14:46,27.54
9/1/18 14:47,25.23
9/1/18 14:48,23.74
9/1/18 14:49,22.13
9/1/18 14:50,19.37
9/1/18 14:51,17.82
9/1/18 14:52,16.49
9/1/18 14:53,14.80
9/1/18 14:54,13.08
9/1/18 14:55,11.72
9/1/18 14:56,10.44
9/1/18 14:57,9.51
9/1/18 14:58,7.89
9/1/18 14:59,3.52
9/1/18 15:00,0.23
9/1/18 15:01,0.23
9/1/18 15:02,33.97
9/1/18 15:03,49.35
9/1/18 15:04,49.91
9/1/18 15:05,50.39
9/1/18 15:06,50.78
9/1/18 15:07,51.07
9/1/18 15:08,51.32
9/1/18 15:09,51.54
9/1/18 15:10,51.75
9/1/18 15:11,49.22
9/1/18 15:12,43.34
9/1/18 15:13,39.18
9/1/18 15:14,35.56
9/1/18 15:15,32.74
9/1/18 15:16,30.07
9/1/18 15:17,27.22
9/1/18 15:18,25.38
9/1/18 15:19,23.67
9/1/18 15:20,21.88
9/1/18 15:21,20.56
9/1/18 15:22,19.07
9/1/18 15:23,17.65
9/1/18 15:24,16.04
9/1/18 15:25,14.94
9/1/18 15:26,13.71
9/1/18 15:27,12.55
9/1/18 15:28,11.32
9/1/18 15:29,9.17
9/1/18 15:30,0.23
9/1/18 15:31,0.23
9/1/18 15:32,0.23
9/1/18 15:33,0.23
9/1/18 15:34,0.19
9/1/18 15:35,0.05
9/1/18 15:36,0.05
9/1/18 15:37,0.05
9/1/18 15:38,0.05
9/1/18 15:39,0.05
9/1/18 15:40,0.05
9/1/18 15:41,0.05
9/1/18 15:42,0.05
9/1/18 15:43,0.05
9/1/18 15:44,0.05
9/1/18 15:45,0.05
9/1/18 15:46,0.05
9/1/18 15:47,0.05
9/1/18 15:48,0.05
9/1/18 15:49,0.05
9/1/18 15:50,0.05
9/1/18 15:51,0.05
9/1/18 15:52,0.05
9/1/18 15:53,0.05
9/1/18 15:54,0.05
9/1/18 15:55,0.05
9/1/18 15:56,0.05
9/1/18 15:57,0.05
9/1/18 15:58,0.05
9/1/18 15:59,0.05
9/1/18 16:00,0.05
9/1/18 16:01,0.05
9/1/18 16:02,0.05
9/1/18 16:03,0.05
9/1/18 16:04,0.05
9/1/18 16:05,0.05
9/1/18 16:06,0.05
9/1/18 16:07,0.05
9/1/18 16:08,0.05
9/1/18 16:09,0.05
9/1/18 16:10,0.05
9/1/18 16:11,0.05
9/1/18 16:12,0.05
9/1/18 16:13,20.70
9/1/18 16:14,50.04
9/1/18 16:15,50.65
9/1/18 16:16,51.02
9/1/18 16:17,51.30
9/1/18 16:18,49.93
9/1/18 16:19,44.21
9/1/18 16:20,40.21
9/1/18 16:21,36.87
9/1/18 16:22,34.37
9/1/18 16:23,32.24
9/1/18 16:24,29.89
9/1/18 16:25,28.24
9/1/18 16:26,26.01
9/1/18 16:27,24.45
9/1/18 16:28,23.19
9/1/18 16:29,21.81
9/1/18 16:30,20.91
9/1/18 16:31,19.76
9/1/18 16:32,18.42
9/1/18 16:33,17.22
9/1/18 16:34,16.13
9/1/18 16:35,14.64
9/1/18 16:36,13.63
9/1/18 16:37,12.97
9/1/18 16:38,4.09
